u1*(-a^2),u2*(1/Ma),u3*(Mb),u4*(Mc),u5*(h),u6*(m),y
0.112081193,0.718533812,0.557012893,0.631597207,0.949925545,0.654104669,31.67449628
0.275287785,0.66402561,0.485864104,0.64840297,0.132575313,0.226703298,19.88628662
0.537750978,0.311829167,0.871338192,0.817178275,0.054750243,0.535801186,21.55707523
0.880768886,0.776273098,0.855258521,0.943259783,0.774452885,0.512100526,32.8867408
0.484139728,0.087059163,0.383614755,0.267259011,0.461600823,0.759781515,22.7465506
0.592708244,0.117126203,0.972722127,0.107010453,0.944294149,0.28286554,26.38379849
0.055536435,0.180717756,0.307523304,0.836751322,0.138805289,0.651259852,21.05698175
0.964653993,0.606929055,0.639391322,0.089997226,0.939006527,0.670526818,29.86987791
0.492427223,0.191286751,0.851347713,0.094394747,0.183997641,0.039239536,15.80627412
0.160270429,0.000166441,0.585964004,0.452111206,0.885401423,0.098885379,25.0318974
0.338970972,0.58285791,0.593662946,0.404598189,0.281930714,0.621782773,22.23668166
0.51330734,0.283869635,0.098451423,0.654166699,0.295980408,0.442007207,21.71270184
0.138514309,0.638824178,0.318939453,0.557359467,0.78238374,0.787545822,29.34240112
0.196646825,0.479960891,0.417397279,0.454626544,0.524433684,0.039221242,21.67634193
0.915896905,0.863279891,0.371472589,0.186136719,0.785789735,0.306937974,27.05982937
0.87255259,0.023550434,0.306608491,0.675866341,0.579486016,0.063715711,23.60327801
0.122302108,0.567014034,0.02119512,0.477559069,0.40610124,0.262899472,21.03050565
0.278997905,0.474131034,0.323336377,0.245239439,0.098053938,0.379673348,17.0118441
0.635584342,0.675120207,0.858579831,0.305265823,0.964383284,0.205837198,29.01777939
0.259753648,0.569184752,0.718850902,0.734682175,0.214050596,0.354976642,22.05692132
0.002083879,0.958619692,0.10579356,0.67145839,0.896455701,0.452581016,30.08784101
0.701214567,0.251585374,0.104838085,0.252511457,0.149144199,0.897891665,20.10869983
0.193078574,0.673245537,0.508149535,0.855980347,0.229638016,0.554450366,23.83190816
0.324955543,0.793390877,0.596215826,0.959478699,0.102195784,0.729800665,24.55663238
0.283936436,0.524749042,0.060593028,0.621705584,0.011810883,0.351070946,17.86032837
0.152369198,0.280569312,0.816372994,0.728617944,0.928772551,0.189409958,28.83503389
0.135685105,0.351585176,0.128401649,0.906859107,0.028086834,0.769450709,21.14417841
0.144913495,0.4547061,0.878536576,0.871105902,0.673792456,0.242749899,27.49764453
0.967491685,0.108521099,0.839028984,0.079119699,0.464378157,0.693166237,23.03217741
0.726850883,0.318753338,0.696311197,0.406773036,0.225134735,0.547658681,21.33497702
0.940075378,0.069708416,0.685559192,0.822955347,0.861110974,0.15352031,29.15628011
0.57153993,0.45125048,0.5527662,0.027482153,0.860444613,0.660926865,27.1208432
0.331008759,0.238437127,0.442517066,0.673002713,0.73682136,0.784323501,28.8425946
0.16392685,0.567582106,0.67879484,0.837563795,0.343581854,0.361563714,24.00497586
0.483356295,0.865705255,0.873224351,0.855940995,0.76337221,0.840574662,33.37265068
0.49339851,0.198372638,0.210391338,0.069708864,0.788950013,0.262638872,23.09634964
0.777469827,0.380744871,0.721910677,0.77044251,0.714136484,0.661921333,30.28193981
0.528439484,0.131855431,0.19676056,0.994182486,0.808314389,0.642772402,30.62631569
0.194850346,0.486811204,0.89580216,0.107538868,0.960557229,0.560279256,28.16715378
0.814190703,0.468223554,0.587214031,0.876201568,0.701297544,0.148040648,28.32685629
0.147916014,0.479084072,0.11575489,0.118937391,0.180367214,0.742336037,18.49642768
0.528914011,0.987973669,0.002220464,0.021529086,0.760822846,0.934495207,27.95660443
0.042469198,0.023348009,0.466102658,0.709485651,0.245840212,0.923287034,22.67756804
0.369180944,0.349679577,0.645022273,0.32812902,0.217997388,0.08681041,17.77372885
0.671873171,0.654999184,0.968593687,0.600027422,0.503042769,0.474032805,26.76847621
0.138708508,0.194505615,0.363722848,0.25806527,0.341563535,0.392159072,19.01446753
0.524879992,0.716907122,0.051344715,0.900811307,0.216494181,0.413713439,23.34886363
0.538839169,0.127722206,0.601413872,0.35276233,0.004138665,0.673206444,17.89523594
0.909355112,0.45007345,0.167702326,0.087720657,0.16152204,0.665407651,19.21211074
0.466629374,0.668612215,0.979084655,0.082915938,0.611561993,0.901619784,26.75206084
0.078350884,0.116613477,0.387968234,0.139262797,0.097649118,0.059804484,13.39488317
0.145937294,0.918387959,0.544947651,0.283626173,0.736627549,0.560643483,27.20896499
0.27560864,0.353904833,0.262620957,0.559592792,0.649352375,0.027497363,23.29413529
0.798954018,0.87846051,0.905867103,0.876463288,0.615962639,0.327432475,29.87958399
0.255108329,0.728847505,0.072907606,0.790539858,0.18205923,0.331964169,21.39389133
0.609429292,0.174206692,0.243235911,0.835986427,0.580553805,0.904633278,28.61206314
0.07838169,0.92624504,0.040669244,0.168724803,0.6291805,0.420517011,23.66160224
0.20214542,0.31521183,0.940230948,0.072815333,0.883929181,0.46340028,26.12131633
0.619142826,0.489976771,0.352681521,0.364683251,0.35379763,0.243035036,20.88608449
0.098138754,0.718842261,0.313638064,0.541566271,0.585408328,0.292617592,24.5606469
0.71554259,0.928661016,0.834013127,0.977811823,0.488225582,0.610422815,30.24577992
0.449100203,0.315497353,0.883913521,0.915123096,0.283714218,0.173898408,22.93536398
0.279575251,0.875097089,0.632114612,0.646038361,0.785908295,0.702892751,30.95420715
0.873900252,0.146087768,0.861708536,0.552809507,0.876983981,0.962448702,32.13153493
0.673158147,0.881823316,0.946556847,0.549046782,0.113287996,0.839997891,24.26534761
0.064184382,0.801820358,0.430966314,0.027795136,0.096639153,0.592050595,17.46697294
0.670197638,0.32793397,0.525900619,0.652887021,0.798038351,0.939147898,31.30256994
0.198379237,0.288366733,0.185221256,0.015307339,0.813857818,0.954640002,26.17102841
0.920258913,0.751575071,0.893957183,0.400809441,0.6243485,0.715614134,28.91128813
0.153731989,0.323575769,0.634243344,0.473625766,0.906680399,0.783477652,29.86886395
0.616689556,0.746039047,0.933942406,0.274780491,0.003004971,0.382260531,18.46845512
0.242406504,0.658330894,0.377172934,0.736533172,0.103286549,0.80602264,22.71431591
0.942166482,0.59780095,0.975136609,0.931261431,0.486853807,0.981802604,31.47926803
0.324467196,0.282286151,0.562579684,0.332981267,0.871351406,0.008136921,24.83445145
0.589636563,0.643329227,0.730749652,0.047885426,0.5449722,0.734294422,24.70383635
0.129509376,0.518494829,0.633357542,0.750556001,0.246964473,0.500505765,22.73397806
0.479372056,0.027351036,0.044806266,0.955136985,0.032120136,0.248841239,18.46847635
0.608836289,0.911921354,0.278055216,0.66526216,0.303418655,0.433199834,24.16911545
0.770696189,0.488523891,0.934107943,0.614273422,0.797239581,0.722250597,31.27189445
0.557067494,0.877866487,0.569183231,0.469325105,0.382807647,0.976501121,26.8936573
0.703598852,0.016866758,0.09432624,0.301627022,0.333656278,0.026982248,17.54783605
0.859081505,0.783541242,0.639318997,0.832663132,0.952856977,0.190436699,32.41021124
0.298556745,0.954007302,0.382622676,0.235403762,0.523194336,0.43705822,23.90911512
0.340166934,0.337683528,0.820164258,0.596109631,0.397347113,0.18973284,22.21711819
0.029573851,0.604555707,0.2199158,0.400059245,0.371077199,0.081863671,19.46528874
0.554261813,0.001903915,0.994644295,0.508035775,0.723182521,0.698191938,27.82356641
0.971530928,0.364500055,0.797009475,0.071870075,0.958699511,0.142303157,26.87920659
0.736102699,0.369984879,0.069129924,0.184473458,0.161559888,0.041529493,15.93906179
0.99258552,0.910279765,0.21741055,0.678524266,0.839808665,0.263280032,30.50737589
0.454352076,0.336003047,0.850141804,0.342375109,0.223131955,0.047079555,18.15915788
0.747473578,0.769079433,0.235399053,0.751237221,0.414519248,0.680757006,27.04072336
0.161208272,0.883375405,0.982478711,0.57452921,0.007728334,0.853438741,22.25336979
0.422006464,0.893505834,0.390661575,0.849689951,0.190024411,0.513514981,24.05653034
0.643613873,0.434673121,0.007013911,0.630195298,0.507122284,0.849283926,26.7148268
0.450312058,0.963936817,0.690781958,0.385152617,0.571706549,0.449179321,26.2458984
0.029722184,0.973533501,0.391468731,0.451477764,0.150926219,0.296145072,19.56795454
0.31684261,0.824871098,0.599206938,0.234512168,0.545360775,0.8706103,26.31156273
0.676067757,0.89289297,0.503776924,0.491968527,0.651176971,0.956927931,30.33705427
0.395193721,0.084527422,0.389969167,0.122339882,0.56628163,0.933697266,23.82682864
0.448404945,0.430847868,0.826611924,0.820605667,0.368237197,0.788856101,26.71603225
0.856179176,0.385237052,0.774768039,0.03857665,0.696153128,0.958950294,27.41027047
0.26939083,0.199276544,0.9666814,0.836020478,0.663123255,0.076835444,25.94441255
0.615931615,0.325735237,0.465334058,0.634084532,0.455303958,0.433312059,24.34178502
0.845770557,0.258250892,0.317741596,0.585277864,0.349988328,0.201569138,21.66227899
0.807150627,0.638900313,0.770181147,0.562400568,0.859134024,0.975204456,33.24630789
0.238723666,0.312130053,0.415880895,0.178315388,0.057796169,0.356764776,15.58492908
0.051089771,0.298441985,0.050844733,0.317297737,0.620103036,0.27504099,21.79400039
0.27682779,0.171202491,0.761032874,0.612603468,0.0003903,0.523478814,18.50651084
0.176403405,0.246889169,0.493769718,0.407166046,0.954324876,0.492947793,28.19376264
0.027710749,0.595988709,0.633141063,0.551373852,0.74598439,0.621431282,28.16031142
0.304361643,0.633474694,0.898412526,0.08455348,0.21228021,0.103104019,17.42696966
0.52081139,0.423065816,0.215931105,0.117279057,0.878807194,0.124718155,24.50766833
0.650318979,0.698266854,0.027821343,0.535884696,0.354270072,0.520722353,23.50733134
0.377895233,0.165320417,0.08654582,0.310151348,0.421422989,0.600604217,21.30257548
0.204282922,0.553272192,0.430512693,0.99706404,0.356231869,0.446272187,25.20267907
0.569306033,0.667132081,0.184243422,0.036806426,0.864542463,0.0065796,24.04461955
0.752366306,0.635687628,0.592452611,0.627272011,0.894542662,0.265152959,30.12438322
0.694951688,0.525500061,0.764522036,0.464819363,0.439578687,0.008262043,22.21835725
0.856984557,0.12270068,0.648461889,0.455824117,0.09840205,0.653577887,20.23842272
0.263867025,0.067776112,0.354229715,0.133593829,0.113585146,0.499341118,15.92369727
0.503009832,0.328869275,0.424802981,0.70874285,0.967792366,0.311214943,30.05187217
0.488437404,0.421923825,0.108529823,0.937892282,0.522945301,0.824479058,28.43053361
0.321582583,0.202239545,0.862995985,0.610222183,0.606734865,0.945137523,28.21221687
0.686420987,0.245891323,0.80998094,0.393491224,0.267016259,0.808063376,22.93094668
0.134234205,0.001538173,0.473048843,0.866190285,0.567591122,0.648433571,26.23305922
0.805149133,0.16470758,0.232689383,0.474126097,0.384112469,0.864768188,24.23140222
0.036619174,0.046155509,0.202017063,0.019351387,0.916824051,0.337443011,23.31994246
0.388179849,0.492506984,0.969170586,0.570699807,0.552379275,0.129935472,24.41006404
0.607320346,0.708871186,0.084091875,0.057272603,0.246119241,0.702110007,20.27500861
0.424364087,0.801685112,0.993063959,0.147355599,0.684892788,0.203786636,24.86515968
0.655692146,0.645919013,0.068136838,0.145958045,0.25845023,0.021619889,17.43659706
0.038800615,0.267076358,0.94158379,0.831074996,0.011728677,0.468053967,19.75866993
0.867160508,0.390304173,0.844308978,0.451273035,0.482783279,0.549082941,25.41814927
0.077657127,0.495108929,0.217448244,0.268267518,0.058613814,0.623017825,17.3948734
0.287746322,0.293911418,0.822418235,0.823970862,0.014544897,0.299896647,19.30870143
0.293368916,0.586806067,0.679436335,0.68493864,0.060792853,0.793988426,22.17539874
0.011813637,0.49356821,0.013576165,0.721309978,0.35424131,0.59548604,23.08088194
0.094023881,0.794480517,0.583425826,0.302213261,0.453171879,0.706812609,24.23203321
0.851883929,0.901932915,0.046243515,0.468543932,0.094160216,0.607655612,21.45839613
0.775814848,0.382266532,0.529135221,0.122956123,0.662933144,0.348144025,23.92578672
0.737993479,0.877785357,0.290190713,0.808065024,0.794302837,0.036885086,29.10907872
0.689296203,0.537767709,0.448050414,0.958657011,0.474935725,0.842490058,29.32759221
0.074530084,0.263326579,0.306924926,0.800335495,0.082316803,0.510320032,19.74084206
0.298657434,0.877909289,0.309192238,0.498901954,0.647089209,0.41924497,26.54953818
0.006573278,0.927430176,0.402673256,0.266003623,0.129457298,0.181168162,17.45479709
0.060521021,0.903087081,0.246454392,0.635610092,0.933166228,0.187486007,29.14907019
0.037887596,0.445542539,0.6877883,0.934293172,0.209892765,0.464694199,22.89202847
0.198934004,0.538708064,0.164834431,0.756984267,0.754452078,0.549692044,28.60503461
0.056283547,0.156280352,0.082210038,0.959509025,0.058070777,0.278323413,18.55024375
0.016883784,0.937894893,0.04615682,0.652006499,0.185621252,0.164172115,19.87704208
0.244914732,0.035600085,0.005842205,0.183649843,0.377210937,0.374594505,18.10679585
0.798853924,0.823756174,0.201971653,0.749007869,0.688845132,0.010190948,27.18307739
0.056311005,0.203218406,0.688958876,0.904205445,0.253012456,0.654692118,23.49055827
0.984549234,0.313465172,0.053984466,0.383936665,0.010810853,0.878700222,19.81732202
0.657583236,0.714293493,0.872451158,0.39264228,0.541553901,0.0224146,23.73329718
0.866820881,0.066076592,0.636696722,0.135398047,0.759123601,0.96605021,27.63903917
0.660700958,0.774065984,0.913121355,0.977221753,0.375172693,0.741121288,29.08429117
0.77687374,0.052895071,0.023999379,0.349345897,0.491683023,0.878387211,24.13663947
0.300778855,0.82858975,0.681118874,0.388875624,0.929965416,0.2565905,28.88479651
0.257324699,0.50192715,0.986118838,0.567360318,0.508491529,0.675233527,26.38183699
0.664424978,0.918034714,0.376777767,0.060029288,0.376878351,0.691922325,22.99044832
0.563154353,0.558371206,0.425961589,0.475175836,0.387453967,0.372618513,22.80395989
0.505663258,0.218448011,0.813292088,0.767888989,0.754728382,0.482041415,28.96089028
0.177255246,0.235330545,0.379167079,0.866222143,0.457226178,0.759368085,26.11014017
0.230648523,0.468078703,0.832453321,0.799165352,0.769322807,0.022920317,27.25568052
0.549725112,0.992052866,0.602356274,0.2704786,0.716358233,0.802557447,29.21110087
0.409918041,0.364160301,0.403716758,0.965032782,0.273384867,0.849786148,25.83763797
0.962512294,0.811889623,0.145964137,0.077313547,0.764749516,0.398832857,26.21467942
0.552822356,0.575332577,0.959612877,0.130534705,0.214019766,0.758197397,21.41349416
0.431711664,0.938466499,0.253489142,0.353732811,0.658331336,0.323464481,25.69875185
0.950598853,0.750452686,0.220544193,0.518983679,0.932730841,0.631170999,31.94589921
0.091613851,0.01809378,0.082210117,0.60877635,0.453655427,0.079321323,19.85395406
0.271781991,0.097418031,0.626895249,0.040641477,0.255283774,0.03235526,15.24519139
0.346394436,0.169510646,0.38177164,0.726994397,0.554277006,0.425013429,24.91233587
0.853502618,0.488487127,0.126537427,0.610526412,0.301773073,0.336556795,22.32949208
0.766411984,0.821918021,0.666323959,0.675301801,0.864042593,0.360672576,31.22174877
0.304714175,0.865562071,0.703758236,0.544906638,0.452278876,0.162278283,23.76992966
0.872563358,0.524614511,0.125144935,0.907172117,0.545921784,0.440716879,27.70436615
0.062556665,0.613784096,0.823463187,0.727237922,0.109818708,0.450803733,21.1369311
0.49346694,0.229415271,0.804545788,0.731804913,0.728641986,0.796642965,29.99974651
0.654684238,0.079890361,0.949162433,0.600349092,0.468249112,0.977767471,27.08270445
0.312194314,0.069402053,0.114472505,0.435891403,0.416243441,0.922931275,23.22922964
0.069171072,0.105978633,0.845661775,0.981421171,0.069488339,0.797801923,22.43616741
0.257160309,0.311208719,0.074485474,0.306187916,0.331657389,0.515597519,19.95467875
0.483771772,0.364054832,0.882505896,0.95349441,0.966318129,0.570203239,33.55126709
0.31810636,0.864424165,0.580129301,0.729594631,0.908009285,0.238506865,30.5658927
0.415671856,0.931910241,0.946892143,0.054156313,0.097502831,0.655306547,19.81891724
0.093124618,0.156127873,0.180054063,0.727732585,0.986106676,0.095425375,27.60151644
0.014273543,0.716427728,0.772032665,0.388957173,0.62737048,0.388869749,25.14241682
0.877612648,0.566442606,0.608869958,0.749439058,0.687450915,0.81145938,31.17120028
0.078111746,0.564122852,0.670553039,0.239314378,0.989613474,0.533627885,28.83380898
0.292824576,0.530221107,0.39375626,0.955433736,0.212270455,0.014341057,21.11850003
0.664045374,0.088514858,0.179449579,0.673746323,0.32884683,0.796747851,23.83518885
0.84450443,0.162535652,0.996842027,0.526269617,0.057323092,0.546539148,20.2500694
0.321262737,0.340932122,0.831117842,0.450119089,0.650698596,0.232413443,24.5831635
0.652068502,0.410748165,0.291287223,0.893510029,0.415891907,0.542443489,26.03729284
0.472131293,0.020382293,0.505930402,0.642664111,0.761644753,0.113970535,25.32987945
0.051013033,0.036931364,0.702724496,0.81873832,0.751510683,0.037716888,25.38604945
0.408363003,0.093713945,0.227868272,0.8020514,0.505998695,0.9992311,27.3201185
0.029848052,0.065656865,0.300598987,0.405890516,0.2917623,0.770165196,20.49488186
0.964190298,0.93267282,0.908233917,0.740071968,0.731259862,0.472117953,31.66488985
0.7621838,0.219152357,0.407300691,0.169398348,0.106440797,0.174091597,15.95691334
0.33929233,0.960607524,0.405073635,0.282123678,0.798607483,0.399009817,27.43909863
0.23474043,0.073094682,0.981861835,0.733114852,0.127908928,0.833223686,22.26127234
0.400327169,0.829704858,0.14739328,0.862396601,0.217130621,0.261714935,22.59938057
0.316164457,0.590329605,0.109743223,0.28201724,0.907921062,0.296780172,26.6389896
0.370794409,0.399765901,0.636484655,0.724094744,0.395914035,0.242461176,23.20345626
0.918714429,0.511134105,0.823171525,0.854011723,0.358141095,0.574424405,26.89947396
0.404525144,0.993391695,0.458884123,0.947946038,0.700953629,0.19973347,29.57533868
0.741399491,0.147647503,0.396072734,0.339577771,0.005151911,0.846791398,18.85309714
0.156813021,0.450591067,0.799711076,0.147022132,0.498748847,0.517590217,22.3200359
0.533681076,0.989920748,0.606470924,0.852324197,0.375213692,0.643441975,27.78055014
0.493733963,0.644202589,0.052554556,0.186004797,0.524171121,0.609572131,23.45285042
0.591231947,0.990474106,0.213178129,0.146662078,0.020712682,0.335509659,17.27972635
0.67988749,0.113001111,0.808107823,0.929903089,0.722407732,0.954774149,31.93312211
0.861019442,0.152203916,0.050355219,0.690625825,0.468747989,0.980078769,26.92330813
0.229967247,0.284611169,0.508930474,0.631967688,0.661646027,0.629236845,26.95490639
0.381534111,0.631301151,0.805431725,0.769415123,0.893618213,0.792309706,33.16657709
0.057182788,0.311214188,0.983920289,0.534136833,0.299276684,0.217146904,20.40576429
0.62418128,0.629353324,0.165689497,0.780586736,0.008057456,0.390309127,20.11671231
0.934759914,0.050576917,0.992271284,0.691326194,0.896910834,0.486052488,30.85080712
0.396197109,0.222766047,0.701241371,0.610949873,0.312697728,0.973734561,24.7992992
0.971751081,0.442234855,0.118677271,0.221661783,0.793933956,0.622206998,27.4164358
0.597875245,0.472802977,0.952313179,0.120558469,0.716923306,0.472482228,25.73147081
0.211246709,0.455436633,0.845799456,0.947353282,0.667536096,0.616950399,29.83680735
0.529529025,0.532954291,0.680742036,0.499298367,0.664750395,0.246113247,25.88239516
0.640045546,0.417755444,0.88062267,0.437458773,0.563995935,0.129788034,23.89593545
0.666272832,0.903418787,0.892245582,0.482042648,0.87892683,0.878822801,33.21466226
0.638041808,0.806300915,0.429404746,0.051400241,0.11883111,0.748625938,19.81659794
0.189613969,0.42294245,0.321154315,0.063536783,0.464114587,0.508839242,20.62457871
0.208310587,0.822157985,0.787843746,0.362747785,0.590214645,0.447109634,25.55947137
0.241463051,0.784504018,0.476462941,0.95790621,0.234327361,0.249444077,23.35771854
0.732993916,0.537190035,0.928621827,0.04000977,0.914881953,0.300985195,27.19405871
0.499354524,0.566941186,0.457866459,0.456655257,0.238444082,0.717801238,22.57659901
0.671255574,0.479273825,0.843866778,0.336359088,0.13656066,0.053896049,17.97249548
0.79936341,0.550338684,0.738119313,0.39191429,0.007838048,0.930366396,21.45429614
0.56406952,0.510074331,0.400237806,0.25895594,0.973436617,0.24921158,27.73975168
0.471141041,0.276105588,0.29372672,0.22777972,0.241208201,0.746265559,20.20369345
0.402515097,0.339464348,0.181106607,0.139714173,0.333554279,0.890995455,21.39099681
0.53626287,0.974377608,0.984096019,0.284261572,0.997625657,0.732512426,32.81144204
0.14957848,0.97263574,0.452705869,0.858324386,0.095523854,0.632798338,23.35634724
0.786445503,0.07449039,0.472827068,0.614605246,0.089927028,0.580593303,20.1753251
0.912759237,0.840478995,0.307049165,0.823633472,0.296151761,0.511611263,25.86120749
0.812365036,0.844739518,0.375431625,0.78007211,0.737436712,0.572577328,31.11465591
0.821895567,0.657876456,0.243553169,0.467999704,0.676735104,0.098143136,25.40228541
0.829401413,0.911518285,0.162591861,0.710525448,0.682137311,0.973481756,31.95345467
0.175649116,0.938033555,0.470907865,0.827509597,0.464557902,0.193116257,25.37709438
0.995812729,0.358040581,0.946255227,0.381804433,0.091295945,0.975195646,22.74748621
0.65718579,0.933222941,0.816258166,0.388271781,0.540443881,0.977202899,29.0393994
0.420927064,0.387170092,0.356425017,0.499392582,0.753996972,0.319043863,26.1775404
0.888023852,0.419387597,0.293377159,0.090677022,0.262629433,0.425062103,19.29520207
0.582351273,0.543072455,0.596985761,0.472951803,0.395240377,0.171040409,22.12519594
0.993624509,0.901653902,0.777433918,0.495664121,0.621485614,0.663033746,29.60534242
0.752073694,0.317557137,0.618413838,0.813219059,0.517570625,0.753550504,28.24235393
0.367510709,0.663988764,0.395110712,0.372678892,0.446915948,0.171801267,21.77772485
0.742562225,0.401933745,0.327336882,0.482665168,0.327370921,0.195500748,20.98387681
0.730109972,0.658854925,0.21435727,0.444593669,0.821536279,0.340314261,27.98588929
0.312990778,0.833595916,0.422367968,0.296122912,0.017826541,0.505686297,18.2794087
0.884175241,0.328753185,0.308169948,0.286982116,0.500053093,0.295287012,22.41582983
0.140764916,0.236734167,0.463605186,0.254709815,0.51342658,0.811723246,23.4351342
0.365273515,0.879845551,0.43718351,0.966568879,0.153687558,0.286779567,23.10342075
0.636274191,0.397036991,0.182767079,0.092008565,0.712480728,0.067094918,22.17510468
0.479139119,0.697336353,0.931405745,0.164471484,0.942984605,0.198604245,27.74306131
0.678155898,0.595507831,0.763485528,0.745884367,0.046674591,0.7992868,23.31989888
0.997353681,0.812266417,0.207245865,0.659324574,0.405214865,0.504417763,26.08299005
0.077996637,0.050977288,0.394561095,0.537192746,0.011733869,0.351133953,16.02039945
0.758968859,0.120920971,0.542356891,0.095523294,0.787219008,0.622157811,25.82479289
0.817424509,0.452022254,0.039036684,0.675231827,0.046150801,0.871163032,22.01048654
0.282201441,0.17937865,0.170595211,0.110597206,0.693723851,0.682364273,23.75852247
0.255156052,0.502054344,0.253091547,0.431222967,0.291073839,0.013860414,18.5456384
0.441357623,0.322948236,0.603149049,0.842928078,0.745994818,0.180858209,27.67008085
0.393856758,0.719544502,0.816883337,0.083488799,0.651606024,0.681448996,25.89912209
0.507819068,0.787536865,0.16994811,0.250864961,0.797769075,0.305131113,26.23724513
0.211584202,0.692916726,0.563671813,0.137371574,0.572339652,0.08328856,21.45617436
0.493800475,0.24804844,0.109598042,0.472781152,0.110951409,0.092029092,16.52439261
0.812752423,0.301877889,0.765109621,0.301224663,0.439506773,0.10216687,21.27106655
0.882883392,0.044677501,0.08505556,0.202018925,0.713528239,0.169499829,22.64933419
0.666762262,0.814776328,0.786731248,0.188419947,0.476227373,0.689089054,25.24864381
0.288130464,0.505236999,0.530886625,0.172291503,0.053587212,0.414233839,16.63626661
0.873245118,0.299178028,0.488424717,0.970683172,0.245471603,0.107477865,22.68380898
0.421227911,0.675805711,0.666658912,0.87878542,0.245601442,0.046224879,22.32091554
0.23180719,0.959105178,0.572365169,0.318011281,0.639807439,0.63664886,26.96847891
0.134597309,0.082541477,0.903141247,0.101216987,0.625460907,0.257299385,21.27086065
0.961668858,0.748038969,0.469785249,0.895861883,0.644518513,0.549945658,30.73125424
0.087979154,0.435665264,0.049957517,0.59087113,0.349961814,0.476132622,21.68332204
0.529760465,0.319268683,0.164110563,0.137446798,0.453945835,0.279569084,19.93336905
0.202177272,0.4359975,0.53458438,0.531871524,0.780905758,0.423338451,27.19301411
0.868280395,0.201785804,0.62036425,0.677539145,0.726737359,0.356672033,27.84190793
0.194526694,0.192813172,0.86073564,0.488375789,0.491491224,0.610865541,24.14107349
0.736479759,0.318346154,0.06556876,0.063288348,0.90596605,0.26068556,25.08110161
0.165115968,0.897468161,0.230527707,0.57053038,0.281420229,0.912565068,24.73147836
0.938112249,0.054574665,0.301518187,0.205422394,0.22283977,0.595521323,19.37644399
0.663324999,0.301263901,0.843265886,0.898859979,0.365158601,0.064475978,23.5927835
0.415120865,0.247715206,0.183184846,0.253325516,0.819592272,0.205412613,24.23028804
0.96248251,0.60127988,0.5066187,0.48095948,0.417605807,0.327549335,24.02350595
0.524050862,0.207074504,0.522083439,0.916066925,0.244357068,0.252249899,22.14238626
0.384073729,0.010680533,0.575261568,0.785550693,0.825177439,0.112925793,26.8431438
0.162475503,0.153853905,0.164369854,0.88850251,0.278532154,0.158392709,20.49843195
0.721089316,0.361933661,0.828223613,0.360086878,0.604605315,0.276493755,24.56856886
0.596332944,0.803468922,0.58402938,0.542852201,0.199920174,0.312562747,21.69808576
0.222892847,0.846918427,0.64147504,0.746957501,0.610308861,0.661855147,29.0634806
0.249961835,0.646598729,0.246053269,0.343708757,0.946693421,0.229454562,27.37864616
0.220382128,0.413849304,0.080127646,0.811213451,0.574375472,0.775450437,27.4395422
0.495841865,0.65155583,0.672050936,0.625000552,0.95944907,0.36984417,31.06704063
0.047289313,0.195256801,0.754699893,0.593173248,0.001162975,0.907902701,19.92490755
0.289247485,0.791070714,0.657890019,0.11763068,0.331132741,0.566646343,21.45115083
0.736623944,0.443282374,0.702239323,0.610233521,0.293129543,0.790527747,24.98804837
0.621229903,0.965474537,0.041359204,0.679007511,0.722180061,0.453018426,29.20622015
0.818596145,0.25811086,0.179736896,0.803399156,0.04423731,0.898716052,22.52595313
0.744824955,0.639440664,0.575564624,0.25372824,0.429633241,0.156452114,21.73154775
0.021277337,0.85353904,0.656998015,0.455522362,0.037426882,0.701069042,20.27627078
0.569569134,0.246300866,0.20849165,0.158417495,0.461736811,0.613196514,21.74810762
0.438416727,0.02200961,0.6496673,0.519074948,0.481414575,0.066955695,21.1435663
0.361300044,0.437026055,0.013718916,0.583153046,0.337086407,0.359537253,21.39589804
0.992381586,0.511873641,0.11916723,0.727755916,0.303739932,0.704749796,25.23429859
0.656963371,0.216040953,0.042828894,0.362842375,0.31259286,0.353001584,19.71946943
0.251070073,0.804551843,0.853852795,0.57291631,0.901472756,0.388403259,30.3937621
0.532866059,0.728953935,0.672520336,0.901279064,0.650630778,0.078651934,27.86987782
0.095231933,0.565349091,0.998273163,0.43309407,0.516514502,0.455864542,24.45998204
0.74527328,0.983203605,0.858942748,0.078279641,0.211475366,0.649360662,21.98275704
0.34765174,0.566150367,0.494403919,0.211106842,0.823399608,0.440064243,26.48311802
0.168883373,0.413870914,0.8835016,0.11438599,0.8135819,0.581709838,26.26247981
0.162421463,0.151171669,0.092498459,0.378352826,0.037438937,0.866396276,17.96847121
0.015228865,0.968429979,0.861052259,0.852034135,0.179052262,0.068844954,21.83238278
0.777880253,0.451004177,0.664167468,0.10087616,0.832560487,0.113339953,25.06770681
0.728699876,0.334551423,0.546693508,0.855807653,0.307907169,0.389368854,24.0576705
0.485025892,0.769953854,0.631223061,0.615318882,0.841254547,0.052206663,28.27474911
0.305964756,0.802038153,0.483342961,0.958322903,0.802499945,0.690335882,32.57467458
0.391611653,0.091648159,0.206819064,0.967132391,0.59013371,0.739189444,27.94874246
0.884088492,0.087335532,0.28263895,0.845114442,0.016694529,0.21704949,18.81041045
0.121299772,0.088578302,0.384088528,0.584713118,0.13842053,0.72295805,19.86858256
0.02956474,0.033417487,0.832093546,0.255842014,0.637914796,0.087950112,21.03730246
